Code,DateField,Plot,Subplot,idTree,FieldNbr,Species_Name,Forest,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,CommentField,CommentLab,Site,Genus,Species,Habitat,FW,SW,DW,Comment_Lab,LSWC,FvFm,LA,gmin,Ptlp
404,2021-03-11T00:00:00Z,5,46,26148,28,Tac.mel,Bafog,22,3,18,3,sup,,,Bafog,Tachigali,melinonii,BF,0.4482,0.4578,0.1995,,1.29473684210526,826,31.31137135,6.406883784,-1.603825
405,2021-03-11T00:00:00Z,5,45,26127,44,Jac.cop,Bafog,8,2,6,2,inf,,,Bafog,Jacaranda,copaia,BF,0.5329,0.5344,0.1763,,2.03119682359614,831,18.09057622,6.656670823,-1.31219
406,2021-03-11T00:00:00Z,5,35,25790,7,Lae.pro,Bafog,32,5,27,4,middle,lianes,,Bafog,Laetia,procera,BF,1.1306,1.1554,0.4453,,1.5946552885695,812,68.06906749,1.715534888,-1.67973
407,2021-03-11T00:00:00Z,5,45,26107,10,Lae.pro,Bafog,22,4,20,4,middle,,,Bafog,Laetia,procera,BF,4.2402,4.3024,1.5299,,1.81220994836264,833,79.64801611,11.63632402,-1.5698675
408,2021-03-11T00:00:00Z,5,78,27157,12,Tac.mel,Bafog,26,4,22,2,inf,,,Bafog,Tachigali,melinonii,BF,0.2113,0.2046,0.0901,,1.2708102108768,830,18.34612762,4.961254472,-1.6218025
409,2021-03-11T00:00:00Z,5,78,27154,3,Pte.off,Bafog,22,4,16,4,middle,,,Bafog,Pterocarpus,officinalis,BF,0.805200000000001,0.8268,0.3255,,1.54009216589862,849,28.89013123,3.229642923,-1.619805
410,2021-03-11T00:00:00Z,5,88,27466,22,Vir.sur,Bafog,28,3,26,2,inf,,,Bafog,Virola,surinamensis,BF,3.6766,3.7325,1.2126,,2.07809665182253,771,161.4257659,2.421960308,-1.452015
411,2021-03-11T00:00:00Z,5,78,27164,34,Pte.off,Bafog,20,2,16,2,inf,,,Bafog,Pterocarpus,officinalis,BF,0.329499999999999,0.3176,0.1194,,1.65996649916248,857,23.16267041,3.141546438,-1.6737375
412,2021-03-11T00:00:00Z,5,88,27459,7,Vir.sur,Bafog,32,3,28,4,middle,ficelle + sac,,Bafog,Virola,surinamensis,BF,1.6309,1.6564,0.6985,,1.3713672154617,808,48.13407712,4.282368038,-1.63978
413,2021-03-11T00:00:00Z,5,98,373740,43,Tac.mel,Bafog,27,4,20,4,middle,,,Bafog,Tachigali,melinonii,BF,0.2661,0.2698,0.1217,,1.21692686935086,789,14.81160596,4.605319268,-1.8635
414,2021-03-11T00:00:00Z,5,98,27776,36,Iry.hos,Bafog,9,2,9,2,sup,,,Bafog,Iryanthera,hostmannii,BF,1.3423,1.3607,0.5431,,1.50543178051924,814,78.54450017,4.847343788,-1.460005
415,2021-03-11T00:00:00Z,5,97,27754,36,Iry.hos,Bafog,10,3,10,3,sup,,,Bafog,Iryanthera,hostmannii,BF,1.939,2.0055,0.7424,,1.70137392241379,525,56.121856,2.669502418,-1.4979575
416,2021-03-12T00:00:00Z,5,41,25976,16,Cas.jav,Bafog,21,2,19,2,sup,TMS ; doute bota,,Bafog,Casearia,javitensis,TF,1.4162,1.5712,0.4382,,2.58557736193519,851,79.52941251,15.17943884,-1.428045
417,2021-03-12T00:00:00Z,5,32,25699,21,Iry.sag,Bafog,22,2,18,2,inf,,,Bafog,Iryanthera,sagotiana,TF,1.1195,1.1305,0.4441,,1.5455978383247,895,71.05980244,2.251529163,-1.4300425
418,2021-03-12T00:00:00Z,5,21,25328,8,Pro.ste,Bafog,26,4,19,3,middle,,,Bafog,Protium,stevensonii,TF,0.675100000000001,0.6817,0.2985,,1.28375209380235,826,67.98458177,4.437445456,-1.8335375
419,2021-03-12T00:00:00Z,5,22,25386,58,Hym.het,Bafog,16,2,13,2,inf,,,Bafog,Hymenopus,heteromorphus,TF,0.925099999999999,0.938,0.4223,,1.22116978451338,860,30.51612596,4.140286387,-1.420055
420,2021-03-12T00:00:00Z,5,23,25395,11,Pro.ste,Bafog,21,4,19,4,middle,,,Bafog,Protium,stevensonii,TF,1.2991,1.3264,0.6352,,1.08816120906801,808,55.48839709,7.880405807,-1.9613775
421,2021-03-12T00:00:00Z,5,23,25405,28,Pro.ste,Bafog,24,3,22,2,middle,,,Bafog,Protium,stevensonii,TF,0.613100000000001,0.6185,0.3081,,1.00746510873093,799,22.5176213,16.49937775,-1.9094425
422,2021-03-12T00:00:00Z,5,52,26307,21,Pro.ste,Bafog,24,3,17,2,inf,,,Bafog,Protium,stevensonii,TF,0.788600000000001,0.7994,0.4503,,0.775260937153009,869,34.21394367,10.05444314,-2.1211775
423,2021-03-12T00:00:00Z,5,63,26670,55,Cas.jav,Bafog,8,2,8,2,sup,,,Bafog,Casearia,javitensis,TF,2.6839,2.8454,1.4373,,0.979684129965908,890,125.0369273,6.883587152,
423,2021-03-12T00:00:00Z,5,63,26670,55,Cas.jav,Bafog,8,2,8,2,sup,,,Bafog,Casearia,javitensis,TF,2.6839,2.8454,1.4373,,0.979684129965908,890,125.0369273,6.883587152,
423,2021-03-12T00:00:00Z,5,63,26670,55,Cas.jav,Bafog,8,2,8,2,sup,,,Bafog,Casearia,javitensis,TF,2.6839,2.8454,1.4373,,0.979684129965908,890,125.0369273,6.883587152,
424,2021-03-12T00:00:00Z,5,74,27038,42,Cas.jav,Bafog,7,3,7,3,sup,,,Bafog,Casearia,javitensis,TF,1.0789,1.1111,0.5263,,1.11115333460004,846,75.50832681,3.326866291,-1.5698675
425,2021-03-12T00:00:00Z,5,64,26707,42,Chr.pri,Bafog,26,3,24,4,middle,doute bota,,Bafog,Chrysophyllum,prieurii,TF,0.366400000000001,0.3893,0.1738,,1.23993095512083,711,41.67430425,2.414027188,
426,2021-03-12T00:00:00Z,5,84,27354,69,Jac.cop,Bafog,18,3,17,3,middle,,,Bafog,Jacaranda,copaia,TF,0.296299999999999,0.3018,0.0763,,2.95543905635649,843,22.38725109,7.847650245,-1.2023275
427,2021-03-15T16:46:50Z,5,61,26575,16,Hym.het,Bafog,16,2,16,2,sup,,,Bafog,Hymenopus,heteromorphus,TF,1.1927,1.2168,0.5351,,1.27396748271351,823,36.45267155,4.227523583,-2.163125
428,2021-03-15T16:46:50Z,5,81,27215,10,Con.gui,Bafog,13,3,13,3,sup,,,Bafog,Conceveiba,guianensis,TF,2.2687,2.3749,0.9506,,1.4983168525142,839,55.73217684,4.836485548,-1.8734875
429,2021-03-15T16:46:50Z,5,81,27233,39,Cas.jav,Bafog,15,4,15,4,sup,,,Bafog,Casearia,javitensis,TF,0.3832,0.4099,0.2094,,0.957497612225406,815,31.33166365,14.6851911,-2.147145
430,2021-03-15T16:46:50Z,5,93,27624,13,Chr.pri,Bafog,24,3,20,3,sup,,,Bafog,Chrysophyllum,prieurii,TF,1.0199,1.019,0.4701,,1.16762390980642,805,36.43595787,31.93831993,
431,2021-03-15T16:46:50Z,5,93,27632,21,Gus.hex,Bafog,18,2,15,2,inf,,,Bafog,Gustavia,hexapetala,TF,2.1823,2.1906,0.627,,2.49377990430622,810,75.50478851,1.522647496,-1.8495175
432,2021-03-15T16:46:50Z,5,66,26771,15,Con.gui,Bafog,24,2,18,3,inf,,,Bafog,Conceveiba,guianensis,TF,2.3746,2.3163,1.0183,,1.27467347540018,819,107.5344296,3.807095695,
432,2021-03-15T16:46:50Z,5,66,26771,15,Con.gui,Bafog,24,2,18,3,inf,,,Bafog,Conceveiba,guianensis,TF,2.3746,2.3163,1.0183,,1.27467347540018,819,107.5344296,3.807095695,-2.035285
433,2021-03-15T16:46:50Z,5,47,26174,16,Lae.pro,Bafog,34,5,34,5,sup,fruits,,Bafog,Laetia,procera,BF,0.849500000000001,0.8868,0.3612,,1.45514950166113,809,33.66396997,7.704983412,
433,2021-03-15T16:46:50Z,5,47,26174,16,Lae.pro,Bafog,34,5,34,5,sup,fruits,,Bafog,Laetia,procera,BF,0.849500000000001,0.8868,0.3612,,1.45514950166113,809,33.66396997,7.704983412,
433,2021-03-15T16:46:50Z,5,47,26174,16,Lae.pro,Bafog,34,5,34,5,sup,fruits,,Bafog,Laetia,procera,BF,0.849500000000001,0.8868,0.3612,,1.45514950166113,809,33.66396997,7.704983412,-2.011315
434,2021-03-15T16:46:50Z,5,37,25856,1,Tac.mel,Bafog,39,5,30,4,inf,,,Bafog,Tachigali,melinonii,BF,0.158899999999999,0.1602,0.0761,,1.10512483574244,730,18.24687379,3.596217823,-1.683725
435,2021-03-15T16:46:50Z,5,49,26217,2,Vir.sur,Bafog,35,5,30,4,middle,,,Bafog,Virola,surinamensis,BF,1.0644,1.0811,0.4119,,1.62466618111192,795,27.02563143,12.28746804,-1.7056975
436,2021-03-15T16:46:50Z,5,38,25880,2,Vir.sur,Bafog,36,5,30,4,inf,,,Bafog,Virola,surinamensis,BF,2.0222,2.0158,0.8116,,1.48373583045835,723,27.90090438,28.47006065,-1.6297925
437,2021-03-15T16:46:50Z,5,38,25888,10,Vir.sur,Bafog,28,3,24,3,middle,,,Bafog,Virola,surinamensis,BF,0.916799999999999,0.9396,0.2957,,2.17754480892797,816,45.21254062,3.294477974,-1.5938375
438,2021-03-16T16:30:31Z,5,60,26559,28,Tac.mel,Bafog,14,2,14,2,sup,,,Bafog,Tachigali,melinonii,BF,0.3112,0.3127,0.1305,,1.39616858237548,815,27.22404585,2.545827916,-1.595835
439,2021-03-16T16:30:31Z,5,70,26915,52,Tac.mel,Bafog,17,3,15,2,middle,,,Bafog,Tachigali,melinonii,BF,0.1462,0.1548,0.0725,,1.1351724137931,831,19.93298433,3.035404191,-1.5259225
440,2021-03-16T16:30:31Z,5,90,373713,42,Con.gui,Bafog,13,1,13,2,sup,,,Bafog,Conceveiba,guianensis,BF,1.3661,1.3495,0.527,,1.5607210626186,820,113.5550325,1.692948044,-1.5099425
441,2021-03-16T16:30:31Z,5,69,26866,29,Lae.pro,Bafog,24,4,24,4,sup,,,Bafog,Laetia,procera,BF,2.9641,3.0557,1.1844,,1.57995609591354,839,69.9504347,5.00067123,-1.6377825
442,2021-03-16T16:30:31Z,5,99,27788,14,Pro.ste,Bafog,23,3,23,3,sup,,,Bafog,Protium,stevensonii,BF,1.1537,1.1515,0.5364,,1.14671886651752,842,41.26326929,2.597978075,-1.9334125
443,2021-03-16T16:30:31Z,5,99,27799,27,Iry.hos,Bafog,14,2,14,3,sup,,,Bafog,Iryanthera,hostmannii,BF,2.1436,2.1726,0.752,,1.88909574468085,816,75.79613873,1.402742803,-1.56787
444,2021-03-16T16:30:31Z,5,19,25275,50,Con.gui,Bafog,17,2,15,2,inf,,,Bafog,Conceveiba,guianensis,TF,1.4241,1.4717,0.5734,,1.56662016044646,797,138.8789838,1.59277447,-1.4819775
445,2021-03-16T16:30:31Z,5,18,25207,10,Pro.ste,Bafog,24,3,18,3,sup,,,Bafog,Protium,stevensonii,BF,1.1646,1.1975,0.5885,,1.03483432455395,782,47.6472535,7.584009889,-1.7496425
446,2021-03-16T16:30:31Z,5,24,25442,25,Chr.pri,Bafog,16,2,14,2,inf,,,Bafog,Chrysophyllum,prieurii,TF,3.3692,3.554,1.5553,,1.28508969330676,774,90.69287305,5.461083898,-1.6657475
447,2021-03-16T16:30:31Z,5,4,24752,8,Jac.cop,Bafog,28,4,24,5,middle,,,Bafog,Jacaranda,copaia,TF,0.313599999999999,0.3231,0.114,,1.83421052631579,764,14.84825155,7.707003833,
447,2021-03-16T16:30:31Z,5,4,24752,8,Jac.cop,Bafog,28,4,24,5,middle,,,Bafog,Jacaranda,copaia,TF,0.313599999999999,0.3231,0.114,,1.83421052631579,764,14.84825155,7.707003833,
447,2021-03-16T16:30:31Z,5,4,24752,8,Jac.cop,Bafog,28,4,24,5,middle,,,Bafog,Jacaranda,copaia,TF,0.313599999999999,0.3231,0.114,,1.83421052631579,764,14.84825155,7.707003833,
448,2021-03-16T16:30:31Z,5,3,24733,39,Hym.het,Bafog,12,2,11,2,middle,,,Bafog,Hymenopus,heteromorphus,TF,1.199,1.2838,0.5071,,1.53165056201933,793,73.13197067,2.792630198,-1.5498925
449,2021-03-16T16:30:31Z,5,22,25360,10,Jac.cop,Bafog,22,4,20,4,sup,,,Bafog,Jacaranda,copaia,TF,0.632800000000001,0.6534,0.244,,1.67786885245902,843,17.54032278,5.456687307,
449,2021-03-16T16:30:31Z,5,22,25360,10,Jac.cop,Bafog,22,4,20,4,sup,,,Bafog,Jacaranda,copaia,TF,0.632800000000001,0.6534,0.244,,1.67786885245902,843,17.54032278,5.456687307,
449,2021-03-16T16:30:31Z,5,22,25360,10,Jac.cop,Bafog,22,4,20,4,sup,,,Bafog,Jacaranda,copaia,TF,0.632800000000001,0.6534,0.244,,1.67786885245902,843,17.54032278,5.456687307,
450,2021-03-16T16:30:31Z,5,64,26697,14,Jac.cop,Bafog,28,5,24,4,sup,,,Bafog,Jacaranda,copaia,TF,0.6311,0.6462,0.2782,,1.32278936017254,837,15.14583412,10.69556935,-1.4100675
451,2021-03-17T00:00:00Z,3,57,4699,12,Por.gui,Bafog,24,4,15,3,middle,,,Bafog,Poraqueiba,guianensis,TF,2.6397,2.7454,1.2103,,1.26836321573164,822,87.456627,3.909963758,
451,2021-03-17T00:00:00Z,3,57,4699,12,Por.gui,Bafog,24,4,15,3,middle,,,Bafog,Poraqueiba,guianensis,TF,2.6397,2.7454,1.2103,,1.26836321573164,822,87.456627,3.909963758,-1.7256725
452,2021-03-17T00:00:00Z,3,58,15745,28,Hym.het,Bafog,16,2,14,2,middle,,,Bafog,Hymenopus,heteromorphus,TF,2.3057,2.4391,1.0966,,1.22423855553529,813,80.44516169,2.63988519,-1.6257975
453,2021-03-17T00:00:00Z,3,58,15746,29,Boc.pro,Bafog,23,3,17,3,inf,,,Bafog,Bocoa,prouacensis,TF,2.1192,2.1853,0.8957,,1.43976777939042,776,79.17618993,4.841358987,-1.555885
454,2021-03-17T00:00:00Z,3,57,3709,4,Esc.cor,Bafog,13,3,12,3,middle,,,Bafog,Eschweilera,coriacea,TF,2.6521,2.7022,1.1449,,1.36020613153987,886,165.9438617,1.513608915,-1.4699925
455,2021-03-17T00:00:00Z,3,58,3736,18,Por.gui,Bafog,23,4,16,3,middle,,,Bafog,Poraqueiba,guianensis,TF,1.711,1.6967,0.6917,,1.45294202689027,883,71.78942295,3.520895709,-1.795585
456,2021-03-17T00:00:00Z,3,50,3624,4,Esc.cor,Bafog,24,2,22,3,middle,,,Bafog,Eschweilera,coriacea,TF,3.1836,3.3076,1.5179,,1.17906317939258,777,96.37434354,3.314684627,-1.8215525
457,2021-03-17T00:00:00Z,3,59,3744,6,Hym.het,Bafog,23,3,19,3,inf,,,Bafog,Hymenopus,heteromorphus,TF,2.2876,2.3754,1.0327,,1.30018398373196,842,95.68958685,6.267212675,-1.6238
458,2021-03-17T00:00:00Z,3,59,3751,13,Por.gui,Bafog,21,3,16,3,middle,,,Bafog,Poraqueiba,guianensis,TF,3.291,3.4154,1.5086,,1.26395333421716,835,100.9434649,4.087932778,-1.6497675
459,2021-03-17T00:00:00Z,3,50,3630,11,Esc.cor,Bafog,13,3,13,3,sup,,,Bafog,Eschweilera,coriacea,TF,2.4264,2.5201,1.1405,,1.20964489259097,872,145.5874306,2.400749531,-1.4899675
460,2021-03-17T00:00:00Z,3,59,15759,29,Por.gui,Bafog,27,4,25,4,sup,,,Bafog,Poraqueiba,guianensis,TF,3.0628,3.1995,1.327,,1.41107761868877,844,128.8965366,2.387087857,-1.995335
461,2021-03-17T00:00:00Z,3,51,3636,3,Por.gui,Bafog,14,3,12,2,inf,,,Bafog,Poraqueiba,guianensis,TF,3.3141,3.4825,1.5658,,1.22410269510793,867,123.9484315,1.374406457,-1.7456475
462,2021-03-17T00:00:00Z,3,54,43001,55,Con.gui,Bafog,13,2,13,2,sup,,,Bafog,Conceveiba,guianensis,TF,3.6493,3.8892,1.6262,,1.39158775058418,831,156.466058,6.472112491,-1.60782
463,2021-03-17T00:00:00Z,3,54,42991,45,Boc.pro,Bafog,18,3,12,3,middle,,,Bafog,Bocoa,prouacensis,TF,0.9139,0.9702,0.4855,,0.998352214212152,764,83.21340212,5.246635168,-1.65576
464,2021-03-17T00:00:00Z,3,54,43017,72,Jac.cop,Bafog,21,3,20,3,sup,,,Bafog,Jacaranda,copaia,TF,0.710899999999999,0.7429,0.2808,,1.64565527065527,863,26.86637268,5.73599635,
464,2021-03-17T00:00:00Z,3,54,43017,72,Jac.cop,Bafog,21,3,20,3,sup,,,Bafog,Jacaranda,copaia,TF,0.710899999999999,0.7429,0.2808,,1.64565527065527,863,26.86637268,5.73599635,
464,2021-03-17T00:00:00Z,3,54,43017,72,Jac.cop,Bafog,21,3,20,3,sup,,,Bafog,Jacaranda,copaia,TF,0.710899999999999,0.7429,0.2808,,1.64565527065527,863,26.86637268,5.73599635,
465,2021-03-17T00:00:00Z,3,12,41503,65,Jac.cop,Bafog,9,3,9,3,sup,pas BF,,Bafog,Jacaranda,copaia,TF,0.357199999999999,0.3989,0.1338,,1.9813153961136,746,26.5257156,15.38961429,-1.52792
466,2021-03-17T00:00:00Z,3,12,15361,24,Vir.mic,Bafog,28,3,25,2,inf,en limite BF,,Bafog,Virola,michelii,BF,0.584800000000001,0.611,0.284,,1.15140845070423,761,44.85463055,11.06102568,-1.64777
467,2021-03-18T14:42:33Z,2,1,33216,40,Cas.jav,Bafog,13,2,10,2,sup,,,Bafog,Casearia,javitensis,TF,1.8013,1.8531,0.9604,,0.929508538109121,822,81.39444659,2.39452527,-1.88747
468,2021-03-18T14:42:33Z,2,1,33214,38,Con.gui,Bafog,12,2,12,2,sup,,,Bafog,Conceveiba,guianensis,TF,2.4358,2.5098,1.176,,1.13418367346939,824,112.6704097,2.231299054,-1.60782
469,2021-03-18T14:42:33Z,2,8,10616,29,Boc.pro,Bafog,18,3,15,3,middle,,,Bafog,Bocoa,prouacensis,TF,1.2014,1.2357,0.5678,,1.17629446988376,835,62.66758132,3.127806018,-1.60782
470,2021-03-18T14:42:33Z,2,8,3856,4,Jac.cop,Bafog,28,4,28,4,sup,,,Bafog,Jacaranda,copaia,TF,0.4125,0.4334,0.1935,,1.23979328165375,795,14.56476674,8.073148649,
470,2021-03-18T14:42:33Z,2,8,3856,4,Jac.cop,Bafog,28,4,28,4,sup,,,Bafog,Jacaranda,copaia,TF,0.4125,0.4334,0.1935,,1.23979328165375,795,14.56476674,8.073148649,
471,2021-03-18T14:42:33Z,2,15,33461,34,Cas.jav,Bafog,17,4,17,4,sup,,,Bafog,Casearia,javitensis,TF,1.6833,1.8245,0.9168,,0.990074171029669,795,129.176909,4.770520418,
471,2021-03-18T14:42:33Z,2,15,33461,34,Cas.jav,Bafog,17,4,17,4,sup,,,Bafog,Casearia,javitensis,TF,1.6833,1.8245,0.9168,,0.990074171029669,795,129.176909,4.770520418,
472,2021-03-18T14:42:33Z,2,16,1012,17,Boc.pro,Bafog,14,1,14,2,sup,,,Bafog,Bocoa,prouacensis,TF,0.5313,0.5571,0.2643,,1.10783200908059,794,58.86370284,6.634210443,-1.63179
473,2021-03-18T14:42:33Z,4,16,4215,6,Lic.mem,Bafog,12,1,11,2,middle,,,Bafog,Licania,membranacea,TF,0.655899999999999,0.7063,0.3201,,1.20649796938457,824,23.49337287,8.341654255,-1.723675
