DateField,Forest,Plot,SubPlot,idTree,FieldNbr,Habitat,Code,Genus,Species,fvfm,comment
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,474,Tachigali,melinonii,0.818,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,475,Tachigali,melinonii,0.789,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,476,Tachigali,melinonii,0.809,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,477,Poraqueiba,guianensis,0.806,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,478,Vouacapoua,americana,0.75,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,479,Iryanthera,sagotiana,0.822,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,480,Poraqueiba,guianensis,0.799,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,481,Hymenopus,heteromorphus,0.804,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,482,Poraqueiba,guianensis,0.805,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,483,Iryanthera,sagotiana,0.767,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,484,Hymenopus,heteromorphus,0.795,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,485,Licania,membranacea,0.823,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,486,Virola,michelii,0.749,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,487,Vouacapoua,americana,0.814,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,488,Poraqueiba,guianensis,0.782,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,489,Iryanthera,sagotiana,0.796,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,490,Chrysophyllum,prieurii,0.802,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,491,Poraqueiba,guianensis,0.802,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,492,Poraqueiba,guianensis,0.821,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,493,Virola,michelii,0.794,NA
2021-05-10T00:00:00Z,Kaw,Kaw,,NA,,TF,494,Bocoa,prouacensis,0.817,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,495,Hymenopus,heteromorphus,0.79,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,252169,,TF,496,Poraqueiba,guianensis,0.778,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,497,Tachigali,melinonii,0.798,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,252658,,TF,498,Vouacapoua,americana,0.831,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,499,Tachigali,melinonii,0.772,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,500,Hymenopus,heteromorphus,0.801,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,501,Vouacapoua,americana,0.806,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,252513,,TF,502,Jacaranda,copaia,0.83,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,252397,,TF,503,Tachigali,melinonii,0.82,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,504,Jacaranda,copaia,0.814,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,505,Virola,michelii,0.822,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,506,Jacaranda,copaia,0.803,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,507,Iryanthera,sagotiana,0.808,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,508,Jacaranda,melinonii,0.714,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,510,Jacaranda,melinonii,0.794,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,511,Vouacapoua,americana,0.815,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,512,Vouacapoua,americana,0.827,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,513,Vouacapoua,americana,0.789,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,514,Jacaranda,copaia,0.794,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,515,Vouacapoua,americana,0.801,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,516,Vouacapoua,americana,0.776,NA
2021-10-06T00:00:00Z,Kaw,Kaw,,NA,,TF,517,Jacaranda,copaia,0.821,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,518,Virola,michelii,0.853,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,519,Hymenopus,heteromorphus,0.8160000000000001,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,520,Iryanthera,sagotiana,0.859,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,521,Iryanthera,sagotiana,0.86,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,522,Iryanthera,sagotiana,0.8260000000000001,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,523,Vouacapoua,americana,0.879,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,524,Jacaranda,copaia,0.8200000000000001,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,525,Licania,membranacea,0.799,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,526,Gustavia,hexapetala,0.8250000000000001,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,527,Poraqueiba,guianensis,0.767,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,528,Tachigali,melinonii,0.863,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,529,Bocoa,prouacensis,0.876,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,530,Licania,membranacea,0.78,NA
2021-07-10T00:00:00Z,Kaw,Kaw,,NA,,TF,531,Licania,membranacea,0.865,NA
2021-07-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,534,Symphonia,globulifera,0.764,NA
2021-07-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,535,Symphonia,globulifera,0.746,NA
2021-07-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,536,Virola,surinamensis,0.791,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,538,Carapa,guianensis,0.807,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,539,Protium,opacum,0.796,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,540,Protium,opacum,0.8230000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,541,Protium,opacum,0.802,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,542,Protium,opacum,0.8240000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,543,Protium,opacum,0.807,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,544,Symphonia,globulifera,0.807,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,545,Virola,surinamensis,0.8220000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,546,Laetia,procera,0.792,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,547,Protium,opacum,0.8310000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,548,Laetia,procera,0.8260000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,549,Laetia,procera,0.811,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,550,Protium,opacum,0.804,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,551,Virola,surinamensis,0.791,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,552,Laetia,procera,0.859,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,553,Protium,opacum,0.8290000000000001,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,554,Protium,opacum,0.786,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,555,Laetia,procera,0.807,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,556,Symphonia,globulifera,0.706,NA
2021-10-08T00:00:00Z,Kaw,Malou,,NA,,BF,557,Carapa,guianensis,0.796,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,558,Virola,surinamensis,0.81,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,559,Carapa,guianensis,0.803,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,560,Virola,surinamensis,0.812,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,561,Virola,surinamensis,0.75525,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,562,Carapa,guianensis,0.811,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,563,Symphonia,globulifera,0.754,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,564,Carapa,guianensis,0.844,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,565,Virola,surinamensis,0.8320000000000001,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,566,Virola,surinamensis,0.812,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,567,Virola,surinamensis,0.7806666666666666,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,570,Laetia,procera,0.788,NA
2021-11-10T00:00:00Z,Kaw,Crique Gabrielle,,NA,,BF,571,Carapa,guianensis,0.796,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,572,Tachigali,melinonii,0.794,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,573,Jacaranda,copaia,0.808,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,574,Tachigali,melinonii,0.844,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,575,Tachigali,melinonii,0.841,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,576,Protium,stevensonii,0.8130000000000001,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,577,Jacaranda,copaia,0.81,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,578,Iryanthera,sagotiana,0.8190000000000001,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,579,Licania,membranacea,0.811,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,580,Poraqueiba,guianensis,0.8280000000000001,NA
2021-12-10T00:00:00Z,Kaw,Tresor,,NA,,BF,581,Iryanthera,sagotiana,0.786,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,582,Iryanthera,sagotiana,0.8180000000000001,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,583,Poraqueiba,guianensis,0.8,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,584,Gustavia,hexapetala,0.785,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,585,Eschweilera,coriacea,0.833,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,586,Eschweilera,coriacea,0.791,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,587,Bocoa,prouacensis,0.788,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,588,Gustavia,hexapetala,0.804,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,589,Gustavia,hexapetala,0.748,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,590,Gustavia,hexapetala,0.8250000000000001,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,591,Eschweilera,coriacea,0.841,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,592,Eschweilera,coriacea,0.8280000000000001,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,593,Eschweilera,coriacea,0.841,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,594,Virola,michelii,0.773,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,595,Eschweilera,coriacea,0.795,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,596,Eschweilera,coriacea,0.782,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,597,Eschweilera,coriacea,0.8250000000000001,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,598,Eschweilera,coriacea,0.8170000000000001,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,599,Eschweilera,coriacea,0.785,NA
2021-10-13T00:00:00Z,Kaw,Tresor,,NA,,TF,600,Virola,michelii,0.778,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,601,Hymenopus,heteromorphus,0.847,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,602,Hymenopus,heteromorphus,0.807,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,603,Protium,opacum,0.833,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,604,Hymenopus,heteromorphus,0.815,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,605,Symphonia,globulifera,0.904,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,606,Protium,opacum,0.817,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,607,Carapa,guianensis,0.9,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,608,Carapa,guianensis,0.866,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,609,Carapa,guianensis,0.83,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,610,Symphonia,globulifera,0.758,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,611,Symphonia,globulifera,0.806,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,612,Symphonia,globulifera,0.739,NA
2021-10-14T00:00:00Z,Kaw,Malou,,NA,,BF,613,Symphonia,globulifera,0.854,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,614,Pterocarpus,officinalis,0.795,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,615,Pterocarpus,officinalis,0.782,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,616,Carapa,guianensis,0.797,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,617,Pterocarpus,officinalis,0.805,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,618,Pterocarpus,officinalis,0.693,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,619,Pterocarpus,officinalis,0.818,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,620,Pterocarpus,officinalis,0.78,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,621,Pterocarpus,officinalis,0.817,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,622,Pterocarpus,officinalis,0.799,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,623,Pterocarpus,officinalis,0.778,NA
2021-10-18T00:00:00Z,Kaw,Waiki Village,,NA,,BF,624,Pterocarpus,officinalis,0.816,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,625,Jacaranda,copaia,0.83,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,626,Laetia,procera,0.828,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,627,Laetia,procera,0.8,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,628,Laetia,procera,0.817,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,629,Eperua,falcata,0.746,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,630,Eperua,falcata,0.739,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,631,Eperua,falcata,0.774,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,632,Eperua,falcata,0.666,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,633,Laetia,procera,0.814,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,634,Eperua,falcata,0.736,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,635,Eperua,falcata,0.751,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,636,Eperua,falcata,0.816,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,637,Eperua,falcata,0.809,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,638,Eperua,falcata,0.759,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,639,Eperua,falcata,0.752,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,640,Tachigali,melinonii,0.801,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,641,Tachigali,melinonii,0.789,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,642,Tachigali,melinonii,0.815,NA
2021-10-19T00:00:00Z,Kaw,Val,,NA,,BF,643,Jacaranda,copaia,0.784,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,644,Jacaranda,copaia,0.809,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,645,Iryanthera,hostmannii,0.732,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,646,Iryanthera,hostmannii,0.785,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,647,Iryanthera,hostmannii,0.813,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,648,Iryanthera,hostmannii,0.803,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,649,Iryanthera,hostmannii,0.81,NA
2021-10-20T00:00:00Z,Kaw,Tonton,,NA,,BF,650,Iryanthera,hostmannii,0.793,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,651,Jacaranda,copaia,0.79,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,652,Jacaranda,copaia,0.746,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,653,Iryanthera,hostmannii,0.759,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,654,Iryanthera,hostmannii,0.757,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,655,Iryanthera,hostmannii,0.779,NA
2021-10-20T00:00:00Z,Kaw,Val,,NA,,BF,656,Iryanthera,hostmannii,0.78,NA
